id,company_id,period,financial_risk_score,financial_risk_level,risk_score_change,risk_trend,main_financial_risk_factor,financial_risk_explanation,negative_financial_signals,profitability_risk,liquidity_risk,leverage_risk,debt_growth_risk,revenue_risk,cash_risk,equity_risk,revenue,net_profit,total_assets,total_liabilities,total_debt,equity,cash,current_assets,current_liabilities,profit_margin,debt_ratio,liability_ratio,debt_to_equity,current_ratio,cash_ratio,revenue_growth,profit_growth,debt_growth,cash_growth,equity_growth,profitability_warning,liquidity_warning,leverage_warning,debt_growth_warning,profit_decline_warning,cash_decline_warning,equity_decline_warning
10,1,2026Q2,45.62,Medium,19.369999999999997,Rapid Deterioration,Equity Decline,"Main financial risk drivers: weak profitability or declining profit, declining equity.",4,62.5,50,50,25.0,25.0,0.0,75.0,12078403.68,650990.9,40124494.59,30630308.09,23156124.46,9494186.5,5404240.19,12748701.67,11689140.14,0.053897097434981577,0.577106944189923,0.7633817797080443,2.4389793122349137,1.0906449505532234,0.4623300024872488,-0.014371587097721017,-0.37577336025619235,0.0294317096092358,0.014862225834333609,-0.25476653234454427,0,0,1,1,1,0,1
20,2,2026Q2,42.5,Medium,11.25,Deteriorating,Liquidity,Main financial risk drivers: low liquidity position.,3,25.0,100,50,25.0,25.0,0.0,0.0,15787484.68,1470370.82,37596706.01,27280313.23,21317419.14,10316392.77,3741801.7,9958100.8,16213843.16,0.0931352175348556,0.5670023095728115,0.7256038128112596,2.066363661723981,0.6141727597665994,0.23077820989604295,-0.02710540582832055,0.019812547603958564,0.0001973278224733921,0.0049829653074386915,0.04939626226687954,0,1,1,1,0,0,0
30,3,2026Q2,48.75,Medium,8.130000000000003,Deteriorating,Liquidity,"Main financial risk drivers: low liquidity position, high leverage level.",5,50.0,75,75,25.0,0.0,0.0,50.0,29200302.42,2771036.5,62906441.17,52055258.57,38102526.65,10851182.6,8727547.69,15829100.59,20992029.37,0.09489752743458059,0.6057015138883909,0.8275028375762749,3.5113708850498933,0.7540528984120795,0.41575531055957166,0.02079259248523968,-0.11051178606274037,0.0087980239667802,0.014886832230265545,-0.21773942204654373,0,1,1,1,1,0,1
40,4,2026Q2,33.75,Low,12.5,Deteriorating,Liquidity,"Main financial risk drivers: low liquidity position, declining equity.",5,0.0,75,50,25.0,0.0,25.0,75.0,30377093.65,5367135.74,61494673.56,46375282.68,32857029.96,15119390.88,12567350.59,18063941.34,19048281.67,0.17668364860178123,0.534306925427315,0.7541349517816678,2.1731715398312397,0.9483239303653156,0.6597629543557668,0.01187064744006161,0.6614760469025642,0.006965828172438293,-0.014811759108958933,-0.31742911390145223,0,1,1,1,0,1,1
50,5,2026Q2,16.88,Low,7.499999999999998,Deteriorating,Liquidity,No major financial risk drivers detected.,3,12.5,25,0,25.0,25.0,25.0,25.0,21791205.24,2400153.79,59536182.86,30797453.26,21485275.68,28738729.61,7661625.61,26456981.27,17325626.22,0.1101432327200641,0.36087761505508115,0.5172896847018318,0.7476070087845473,1.5270432903290465,0.442213488431127,-0.010429478711661111,0.0365042115628309,0.005899067494931742,-0.015286393791317576,-0.08532543896991951,0,0,0,1,0,1,1
60,6,2026Q2,20.0,Low,-1.25,Stable,Liquidity,No major financial risk drivers detected.,1,25.0,50,0,25.0,0.0,0.0,0.0,26130983.24,2225088.26,62802558.02,26265905.76,19737349.35,36536652.25,9456399.76,18437631.13,13445976.83,0.08515134082646941,0.3142762010380927,0.4182298713316009,0.5402068370946602,1.3712377585585946,0.7032884170156642,0.020587540903256762,0.003414106212523027,0.020207493350486327,0.03304190810050911,0.016373217914178895,0,0,0,1,0,0,0
70,7,2026Q2,16.88,Low,0.0,Stable,Liquidity,No major financial risk drivers detected.,2,12.5,50,0,0.0,0.0,25.0,50.0,22217609.2,2642875.12,41470409.98,22244808.32,15901394.93,19225601.66,7582246.72,12895747.71,9212061.86,0.11895407360032241,0.3834395400881928,0.5364019388939738,0.8270947880442041,1.399876369262679,0.8230781376884936,0.008211352029287022,0.16841356653877493,-0.0009664280439281026,-0.0031980787606020744,-0.1596673348909654,0,0,0,0,0,1,1
80,8,2026Q2,19.38,Low,-14.370000000000001,Improving,Liquidity,No major financial risk drivers detected.,1,12.5,50,0,25.0,25.0,0.0,0.0,22240692.1,2454364.35,43125781.04,22938394.01,16016412.26,20187387.03,4125803.69,14328561.44,13361282.82,0.11035467506876731,0.3713883406574009,0.5318951554459778,0.7933870904737887,1.072394143064775,0.3087879918105049,-0.03078965687178803,0.20616407249247692,0.022499524809471927,0.043417159157624674,0.19793741420576438,0,0,0,1,0,0,0
90,9,2026Q2,17.5,Low,-10.0,Improving,Liquidity,No major financial risk drivers detected.,2,0.0,50,25,0.0,0.0,25.0,25.0,21419300.45,3299265.29,68064380.47,44736270.46,32540218.57,23328110.01,10169079.61,29919334.28,21082772.55,0.1540323549642351,0.47807999346063834,0.6572640513450045,1.3948930520325507,1.419136605920458,0.4823407161407715,0.022750708545510978,0.43294727955899437,-0.017726999798183485,-0.0008810805987127246,-0.05209059632609159,0,0,0,0,0,1,1
100,10,2026Q2,39.38,Low,-9.369999999999997,Improving,Profitability,Main financial risk drivers: weak profitability or declining profit.,3,87.5,50,0,25.0,25.0,25.0,0.0,21360173.61,283865.68,110552674.69,52282501.24,42252488.69,58270173.45,11552624.18,30022917.58,26798058.95,0.013289483745914179,0.3821932740069828,0.47291936976292076,0.725113487541884,1.1203392617359698,0.4310992897491182,-0.011477474686976241,-2.3571702080469796,0.06429823064208695,-0.018571955590833245,0.15064627904618244,0,0,0,1,1,1,0
